Unnamed: 0,Year,Datetime,Stage,Stadium,City,Host Country,latitude,longitude,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,WinningTeam,HomeAwayWin,HalftimeWin,GoalsTotal,GoalsDiff
437,1990,18 Jun 1990 - 21:00,Group B,Stadio San Nicola,Bari ,Italy,41.1257843,16.8620293,Cameroon,0,4,Soviet Union, ,37307.0,0,2,RAMIZ WRIGHT Jose (BRA),D ELIA Pietro (ITA),ROETHLISBERGER Kurt (SUI),322,111,CMR,URS,Soviet Union,Away,Away,4,4
438,1990,19 Jun 1990 - 17:00,Group D,Giuseppe Meazza,Milan ,Italy,45.4668,9.1905,Germany,1,1,Colombia, ,72510.0,0,0,SNODDY Alan (NIR),MANDI Jassim (BHR),LANESE Tullio (ITA),322,114,FRG,COL,Draw,Draw,Draw,2,0
439,1990,19 Jun 1990 - 17:00,Group D,Renato Dall Ara,Bologna ,Italy,44.4937577,11.3430308,Yugoslavia,4,1,United Arab Emirates, ,27833.0,2,1,TAKADA Shizuo (JPN),MIKKELSEN Peter (DEN),VAUTROT Michel (FRA),322,364,YUG,UAE,Yugoslavia,Home,Home,5,3
440,1990,19 Jun 1990 - 21:00,Group A,Stadio Olimpico,Rome ,Italy,41.8933203,12.4829321,Italy,2,0,Czechoslovakia, ,73303.0,1,0,QUINIOU Joel (FRA),VAN LANGENHOVE Marcel (BEL),SMITH George (SCO),322,263,ITA,TCH,Italy,Home,Home,2,2
441,1990,19 Jun 1990 - 21:00,Group A,Comunale,Florence ,Italy,43.7698712,11.2555757,Austria,2,1,USA, ,34857.0,0,0,AL SHARIF Jamal (SYR),LORENC Richard (AUS),PETROVIC Zoran (SRB),322,48,AUT,USA,Austria,Home,Draw,3,1
442,1990,20 Jun 1990 - 21:00,Group C,Stadio delle Alpi,Turin ,Italy,45.06775510000000,7.682489200000000,Brazil,1,0,Scotland, ,62502.0,0,0,KOHL Helmut (AUT),LISTKIEWICZ Michal (POL),KIRSCHEN Siegfried (GER),322,74,BRA,SCO,Brazil,Home,Draw,1,1
443,1990,20 Jun 1990 - 21:00,Group C,Luigi Ferraris,Genoa ,Italy,44.40726,8.9338624,Sweden,1,2,Costa Rica, ,30223.0,1,0,PETROVIC Zoran (SRB),SNODDY Alan (NIR),COURTNEY George (ENG),322,128,SWE,CRC,Costa Rica,Away,Home,3,1
444,1990,21 Jun 1990 - 17:00,Group E,Friuli,Udine ,Italy,46.0634632,13.235837700000000,Korea Republic,0,1,Uruguay, ,29039.0,0,0,LANESE Tullio (ITA),DIRAMBA Jean Fidele (GAB),JOUINI Neji (TUN),322,290,KOR,URU,Uruguay,Away,Draw,1,1
445,1990,21 Jun 1990 - 17:00,Group E,Marc Antonio Bentegodi,Verona ,Italy,45.4384958,10.9924122,Belgium,1,2,Spain, ,35950.0,1,2,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),MAURO Vincent (USA),322,56,BEL,ESP,Spain,Away,Away,3,1
446,1990,21 Jun 1990 - 21:00,Group F,Della Favorita,Palermo ,Italy,38.1112268,13.3524434,Republic of Ireland,1,1,Netherlands, ,33288.0,0,1,VAUTROT Michel (FRA),LORENC Richard (AUS),HANSAL Mohamed (ALG),322,228,IRL,NED,Draw,Draw,Away,2,0
447,1990,21 Jun 1990 - 21:00,Group F,Sant Elia,Cagliari ,Italy,39.21695250000000,9.1128513,England,1,0,Egypt, ,34959.0,0,0,ROETHLISBERGER Kurt (SUI),ULLOA MORERA Berny (CRC),CODESAL MENDEZ Edgardo (MEX),322,150,ENG,EGY,England,Home,Draw,1,1
448,1990,23 Jun 1990 - 17:00,Round of 16,San Paolo,Naples ,Italy,40.8359336,14.2487826,Cameroon,2,1,Colombia,Cameroon win after extra time ,50026.0,0,0,LANESE Tullio (ITA),AL SHARIF Jamal (SYR),ULLOA MORERA Berny (CRC),323,102,CMR,COL,Cameroon,Home,Draw,3,1
449,1990,23 Jun 1990 - 21:00,Round of 16,Stadio San Nicola,Bari ,Italy,41.1257843,16.8620293,Czechoslovakia,4,1,Costa Rica, ,47673.0,1,0,KIRSCHEN Siegfried (GER),PEREZ HOYOS Armando (COL),D ELIA Pietro (ITA),323,129,TCH,CRC,Czechoslovakia,Home,Home,5,3
450,1990,24 Jun 1990 - 17:00,Round of 16,Stadio delle Alpi,Turin ,Italy,45.06775510000000,7.682489200000000,Brazil,0,1,Argentina, ,61381.0,0,0,QUINIOU Joel (FRA),SPIRIN Alexey (RUS),PAIRETTO Pierluigi (ITA),323,25,BRA,ARG,Argentina,Away,Draw,1,1
451,1990,24 Jun 1990 - 21:00,Round of 16,Giuseppe Meazza,Milan ,Italy,45.4668,9.1905,Germany,2,1,Netherlands, ,74559.0,0,0,LOUSTAU Juan (ARG),JACOME GUERRERO Elias V. (ECU),MAURO Vincent (USA),323,196,FRG,NED,Germany,Home,Draw,3,1
452,1990,25 Jun 1990 - 17:00,Round of 16,Luigi Ferraris,Genoa ,Italy,44.40726,8.9338624,Republic of Ireland,0,0,Romania,Republic of Ireland win on penalties (5 - 4),31818.0,0,0,RAMIZ WRIGHT Jose (BRA),MACIEL Carlos (PAR),MANDI Jassim (BHR),323,248,IRL,ROU,Draw,Draw,Draw,0,0
453,1990,25 Jun 1990 - 21:00,Round of 16,Stadio Olimpico,Rome ,Italy,41.8933203,12.4829321,Italy,2,0,Uruguay, ,73303.0,0,0,COURTNEY George (ENG),ROETHLISBERGER Kurt (SUI),PETROVIC Zoran (SRB),323,264,ITA,URU,Italy,Home,Draw,2,2
454,1990,26 Jun 1990 - 17:00,Round of 16,Marc Antonio Bentegodi,Verona ,Italy,45.4384958,10.9924122,Spain,1,2,Yugoslavia,Yugoslavia win after extra time ,35500.0,0,0,SCHMIDHUBER Aron (GER),SNODDY Alan (NIR),LISTKIEWICZ Michal (POL),323,181,ESP,YUG,Yugoslavia,Away,Draw,3,1
455,1990,26 Jun 1990 - 21:00,Round of 16,Renato Dall Ara,Bologna ,Italy,44.4937577,11.3430308,England,1,0,Belgium,England win after extra time ,34520.0,0,0,MIKKELSEN Peter (DEN),KOHL Helmut (AUT),TAKADA Shizuo (JPN),323,55,ENG,BEL,England,Home,Draw,1,1
456,1990,30 Jun 1990 - 17:00,Quarter-finals,Comunale,Florence ,Italy,43.7698712,11.2555757,Yugoslavia,0,0,Argentina,win on penalties (2 - 3),38971.0,0,0,ROETHLISBERGER Kurt (SUI),JOUINI Neji (TUN),HANSAL Mohamed (ALG),751,31,YUG,ARG,Draw,Draw,Draw,0,0
457,1990,30 Jun 1990 - 21:00,Quarter-finals,Stadio Olimpico,Rome ,Italy,41.8933203,12.4829321,Italy,1,0,Republic of Ireland, ,73303.0,1,0,SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),ULLOA MORERA Berny (CRC),751,243,ITA,IRL,Italy,Home,Home,1,1
458,1990,01 Jul 1990 - 17:00,Quarter-finals,Giuseppe Meazza,Milan ,Italy,45.4668,9.1905,Germany,1,0,Czechoslovakia, ,73347.0,1,0,KOHL Helmut (AUT),MIKKELSEN Peter (DEN),LISTKIEWICZ Michal (POL),751,197,FRG,TCH,Germany,Home,Home,1,1
459,1990,01 Jul 1990 - 21:00,Quarter-finals,San Paolo,Naples ,Italy,40.8359336,14.2487826,England,3,2,Cameroon,England win after extra time ,55205.0,0,0,CODESAL MENDEZ Edgardo (MEX),MAURO Vincent (USA),MANDI Jassim (BHR),751,103,ENG,CMR,England,Home,Draw,5,1
460,1990,03 Jul 1990 - 20:00,Semi-finals,San Paolo,Naples ,Italy,40.8359336,14.2487826,Italy,1,1,Argentina,win on penalties (3 - 4),59978.0,0,0,VAUTROT Michel (FRA),LISTKIEWICZ Michal (POL),MIKKELSEN Peter (DEN),3464,28,ITA,ARG,Draw,Draw,Draw,2,0
461,1990,04 Jul 1990 - 20:00,Semi-finals,Stadio delle Alpi,Turin ,Italy,45.06775510000000,7.682489200000000,Germany,1,1,England,win on penalties (4 - 3),62628.0,0,0,RAMIZ WRIGHT Jose (BRA),QUINIOU Joel (FRA),PEREZ HOYOS Armando (COL),3464,159,FRG,ENG,Draw,Draw,Draw,2,0
462,1990,07 Jul 1990 - 20:00,Match for third place,Stadio San Nicola,Bari ,Italy,41.1257843,16.8620293,Italy,2,1,England, ,51426.0,0,0,QUINIOU Joel (FRA),HANSAL Mohamed (ALG),ROETHLISBERGER Kurt (SUI),3463,162,ITA,ENG,Italy,Home,Draw,3,1
463,1990,08 Jul 1990 - 20:00,Final,Stadio Olimpico,Rome ,Italy,41.8933203,12.4829321,Germany,1,0,Argentina, ,73603.0,0,0,CODESAL MENDEZ Edgardo (MEX),PEREZ HOYOS Armando (COL),LISTKIEWICZ Michal (POL),3462,27,FRG,ARG,Germany,Home,Draw,1,1
464,1994,17 Jun 1994 - 19:30,Group C,Cotton Bowl,Dallas ,USA,32.7762719,-96.7968559,Spain,2,2,Korea Republic, ,56247.0,0,0,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),337,3050,ESP,KOR,Draw,Draw,Draw,4,0
465,1994,17 Jun 1994 - 15:00,Group C,Soldier Field,Chicago ,USA,41.87556160000000,-87.6244212,Germany,1,0,Bolivia, ,63117.0,0,0,BRIZIO CARTER Arturo (MEX),BRAZZALE Eugene (AUS),DUNSTER Gordon (AUS),337,3049,GER,BOL,Germany,Home,Draw,1,1
466,1994,18 Jun 1994 - 11:30,Group A,Pontiac Silverdome,Detroit ,USA,42.3315509,-83.04664030000000,USA,1,1,Switzerland, ,73425.0,1,1,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),337,3051,USA,SUI,Draw,Draw,Draw,2,0
467,1994,18 Jun 1994 - 16:00,Group E,Giants Stadium,New York/New Jersey ,USA,40.8963634,-74.0659712,Italy,0,1,Republic of Ireland, ,75338.0,0,1,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),PARK Hae-Yong (KOR),337,3052,ITA,IRL,Republic of Ireland,Away,Away,1,1
468,1994,18 Jun 1994 - 19:30,Group A,Rose Bowl,Los Angeles ,USA,34.0536909,-118.242766,Colombia,1,3,Romania, ,91856.0,1,2,AL SHARIF Jamal (SYR),AL GHATTAN Yousif Abdulla (BAH),JAMES Douglas Micael (TRI),337,3053,COL,ROU,Romania,Away,Away,4,2
469,1994,19 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando ,USA,28.5421109,-81.3790304,Belgium,1,0,Morocco, ,61219.0,1,0,TORRES CADENA Jose Joaquin (COL),CALIX GARCIA Raimundo (HON),YLI-KARRO Tapio (FIN),337,3054,BEL,MAR,Belgium,Home,Home,1,1
470,1994,19 Jun 1994 - 16:00,Group E,RFK Stadium,Washington Dc ,USA,38.8949924,-77.0365581,Norway,1,0,Mexico, ,52395.0,0,0,PUHL Sandor (HUN),MARTON Sandor (HUN),IVANOV Valentin (RUS),337,3055,NOR,MEX,Norway,Home,Draw,1,1
471,1994,19 Jun 1994 - 19:30,Group B,Rose Bowl,Los Angeles ,USA,34.0536909,-118.242766,Cameroon,2,2,Sweden, ,93194.0,1,1,TEJADA NORIEGA Alberto (PER),JAMES Douglas Micael (TRI),AL GHATTAN Yousif Abdulla (BAH),337,3056,CMR,SWE,Draw,Draw,Draw,4,0
472,1994,20 Jun 1994 - 19:30,Group F,RFK Stadium,Washington Dc ,USA,38.8949924,-77.0365581,Netherlands,2,1,Saudi Arabia, ,50535.0,0,1,DIAZ VEGA Manuel (ESP),IVANOV Valentin (RUS),MARTON Sandor (HUN),337,3058,NED,KSA,Netherlands,Home,Away,3,1
473,1994,20 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco ,USA,37.7790262,-122.4199061,Brazil,2,0,Russia, ,81061.0,1,0,LIM KEE CHONG An Yan (MRI),RHARIB El Jilali Mohamed (MAR),RAMICONE Domenico (ITA),337,3057,BRA,RUS,Brazil,Home,Home,2,2
474,1994,21 Jun 1994 - 12:30,Group D,Foxboro Stadium,Boston ,USA,42.3602534,-71.0582912,Argentina,4,0,Greece, ,54456.0,2,0,ANGELES Arturo (USA),PARK Hae-Yong (KOR),DOLSTRA Jan (NED),337,3059,ARG,GRE,Argentina,Home,Home,4,4
475,1994,21 Jun 1994 - 19:30,Group D,Cotton Bowl,Dallas ,USA,32.7762719,-96.7968559,Nigeria,3,0,Bulgaria, ,44132.0,2,0,BADILLA Rodrigo (CRC),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),337,3061,NGA,BUL,Nigeria,Home,Home,3,3
476,1994,21 Jun 1994 - 16:00,Group C,Soldier Field,Chicago ,USA,41.87556160000000,-87.6244212,Germany,1,1,Spain, ,63113.0,0,1,FILIPPI Ernesto (URU),ZARATE Venancio (PAR),TAIBI Ernesto (ARG),337,3060,GER,ESP,Draw,Draw,Away,2,0
477,1994,22 Jun 1994 - 16:00,Group A,Pontiac Silverdome,Detroit ,USA,42.3315509,-83.04664030000000,Romania,1,4,Switzerland, ,61428.0,1,1,JOUINI Neji (TUN),HASSAN Abdel-Magid (EGY),FANAEI Mohammad (IRN),337,3062,ROU,SUI,Switzerland,Away,Draw,5,3
478,1994,22 Jun 1994 - 19:30,Group A,Rose Bowl,Los Angeles ,USA,34.0536909,-118.242766,USA,2,1,Colombia, ,93869.0,1,0,BALDAS Fabio (ITA),RAMICONE Domenico (ITA),RHARIB El Jilali Mohamed (MAR),337,3063,USA,COL,USA,Home,Home,3,1
479,1994,23 Jun 1994 - 16:00,Group E,Giants Stadium,New York/New Jersey ,USA,40.8963634,-74.0659712,Italy,1,0,Norway, ,74624.0,0,0,KRUG Hellmut (GER),YLI-KARRO Tapio (FIN),PEARSON Roy (ENG),337,3064,ITA,NOR,Italy,Home,Draw,1,1
480,1994,23 Jun 1994 - 19:30,Group C,Foxboro Stadium,Boston ,USA,42.3602534,-71.0582912,Korea Republic,0,0,Bolivia, ,54453.0,0,0,MOTTRAM Leslie (SCO),MATTHYS Luc (BEL),EVERSTIG Mikael (SWE),337,3065,KOR,BOL,Draw,Draw,Draw,0,0
481,1994,24 Jun 1994 - 12:30,Group E,Citrus Bowl,Orlando ,USA,28.5421109,-81.3790304,Mexico,2,1,Republic of Ireland, ,60790.0,1,0,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),ALVES Paulo Jorge (BRA),337,3066,MEX,IRL,Mexico,Home,Home,3,1
482,1994,24 Jun 1994 - 19:30,Group B,Pontiac Silverdome,Detroit ,USA,42.3315509,-83.04664030000000,Sweden,3,1,Russia, ,71528.0,1,1,QUINIOU Joel (FRA),FANAEI Mohammad (IRN),HASSAN Abdel-Magid (EGY),337,3068,SWE,RUS,Sweden,Home,Draw,4,2
483,1994,24 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco ,USA,37.7790262,-122.4199061,Brazil,3,0,Cameroon, ,83401.0,1,0,BRIZIO CARTER Arturo (MEX),JAMES Douglas Micael (TRI),CHRISTENSEN Carl-Johan Meyer (DEN),337,3067,BRA,CMR,Brazil,Home,Home,3,3
484,1994,25 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando ,USA,28.5421109,-81.3790304,Belgium,1,0,Netherlands, ,62387.0,0,0,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),LISTKIEWICZ Michal (POL),337,3069,BEL,NED,Belgium,Home,Draw,1,1
485,1994,25 Jun 1994 - 12:30,Group F,Giants Stadium,New York/New Jersey ,USA,40.8963634,-74.0659712,Saudi Arabia,2,1,Morocco, ,76322.0,2,1,DON Philip (ENG),PEARSON Roy (ENG),YLI-KARRO Tapio (FIN),337,3070,KSA,MAR,Saudi Arabia,Home,Home,3,1
486,1994,25 Jun 1994 - 16:00,Group D,Foxboro Stadium,Boston ,USA,42.3602534,-71.0582912,Argentina,2,1,Nigeria, ,54453.0,2,1,KARLSSON Bo (SWE),EVERSTIG Mikael (SWE),MATTHYS Luc (BEL),337,3071,ARG,NGA,Argentina,Home,Home,3,1
487,1994,26 Jun 1994 - 12:30,Group D,Soldier Field,Chicago ,USA,41.87556160000000,-87.6244212,Bulgaria,4,0,Greece, ,63160.0,1,0,BUJSAIM Ali (UAE),AL GHATTAN Yousif Abdulla (BAH),CALIX GARCIA Raimundo (HON),337,3072,BUL,GRE,Bulgaria,Home,Home,4,4
488,1994,26 Jun 1994 - 16:00,Group A,Rose Bowl,Los Angeles ,USA,34.0536909,-118.242766,USA,0,1,Romania, ,93869.0,0,1,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),DUNSTER Gordon (AUS),337,3073,USA,ROU,Romania,Away,Away,1,1
489,1994,26 Jun 1994 - 16:00,Group A,Stanford Stadium,San Francisco ,USA,37.7790262,-122.4199061,Switzerland,0,2,Colombia, ,83401.0,0,1,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),JAMES Douglas Micael (TRI),337,3074,SUI,COL,Colombia,Away,Away,2,2
490,1994,27 Jun 1994 - 16:00,Group C,Cotton Bowl,Dallas ,USA,32.7762719,-96.7968559,Germany,3,2,Korea Republic, ,63998.0,3,0,QUINIOU Joel (FRA),IVANOV Valentin (RUS),HASSAN Abdel-Magid (EGY),337,3076,GER,KOR,Germany,Home,Home,5,1
491,1994,27 Jun 1994 - 16:00,Group C,Soldier Field,Chicago ,USA,41.87556160000000,-87.6244212,Bolivia,1,3,Spain, ,63089.0,0,1,BADILLA Rodrigo (CRC),CALIX GARCIA Raimundo (HON),AL GHATTAN Yousif Abdulla (BAH),337,3075,BOL,ESP,Spain,Away,Away,4,2
492,1994,28 Jun 1994 - 12:30,Group E,Giants Stadium,New York/New Jersey ,USA,40.8963634,-74.0659712,Republic of Ireland,0,0,Norway, ,72404.0,0,0,TORRES CADENA Jose Joaquin (COL),ALVES Paulo Jorge (BRA),PARK Hae-Yong (KOR),337,3077,IRL,NOR,Draw,Draw,Draw,0,0
493,1994,28 Jun 1994 - 16:00,Group B,Pontiac Silverdome,Detroit ,USA,42.3315509,-83.04664030000000,Brazil,1,1,Sweden, ,77217.0,0,1,PUHL Sandor (HUN),MARTON Sandor (HUN),MATTHYS Luc (BEL),337,3080,BRA,SWE,Draw,Draw,Away,2,0
494,1994,28 Jun 1994 - 12:30,Group E,RFK Stadium,Washington Dc ,USA,38.8949924,-77.0365581,Italy,1,1,Mexico, ,52535.0,0,0,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),BRAZZALE Eugene (AUS),337,3078,ITA,MEX,Draw,Draw,Draw,2,0
495,1994,28 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco ,USA,37.7790262,-122.4199061,Russia,6,1,Cameroon, ,74914.0,3,0,AL SHARIF Jamal (SYR),DUNSTER Gordon (AUS),DOLSTRA Jan (NED),337,3079,RUS,CMR,Russia,Home,Home,7,5
496,1994,29 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando ,USA,28.5421109,-81.3790304,Morocco,1,2,Netherlands, ,60578.0,0,1,TEJADA NORIEGA Alberto (PER),ZARATE Venancio (PAR),EVERSTIG Mikael (SWE),337,3081,MAR,NED,Netherlands,Away,Away,3,1
497,1994,29 Jun 1994 - 12:30,Group F,RFK Stadium,Washington Dc ,USA,38.8949924,-77.0365581,Belgium,0,1,Saudi Arabia, ,52959.0,0,1,KRUG Hellmut (GER),BRAZZALE Eugene (AUS),TAIBI Ernesto (ARG),337,3082,BEL,KSA,Saudi Arabia,Away,Away,1,1
498,1994,30 Jun 1994 - 19:30,Group D,Foxboro Stadium,Boston ,USA,42.3602534,-71.0582912,Greece,0,2,Nigeria, ,53001.0,0,1,MOTTRAM Leslie (SCO),PARK Hae-Yong (KOR),ALVES Paulo Jorge (BRA),337,3083,GRE,NGA,Nigeria,Away,Away,2,2
499,1994,30 Jun 1994 - 19:30,Group D,Cotton Bowl,Dallas ,USA,32.7762719,-96.7968559,Argentina,0,2,Bulgaria, ,63998.0,0,0,JOUINI Neji (TUN),YLI-KARRO Tapio (FIN),RHARIB El Jilali Mohamed (MAR),337,3084,ARG,BUL,Bulgaria,Away,Draw,2,2
500,1994,02 Jul 1994 - 12:00,Round of 16,Soldier Field,Chicago ,USA,41.87556160000000,-87.6244212,Germany,3,2,Belgium, ,60246.0,3,1,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),CHRISTENSEN Carl-Johan Meyer (DEN),338,3085,GER,BEL,Germany,Home,Home,5,1
501,1994,02 Jul 1994 - 16:30,Round of 16,RFK Stadium,Washington Dc ,USA,38.8949924,-77.0365581,Spain,3,0,Switzerland, ,53121.0,1,0,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),MARTON Sandor (HUN),338,3086,ESP,SUI,Spain,Home,Home,3,3
502,1994,03 Jul 1994 - 12:00,Round of 16,Cotton Bowl,Dallas ,USA,32.7762719,-96.7968559,Saudi Arabia,1,3,Sweden, ,60277.0,0,1,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),CALIX GARCIA Raimundo (HON),338,3087,KSA,SWE,Sweden,Away,Away,4,2
503,1994,03 Jul 1994 - 13:30,Round of 16,Rose Bowl,Los Angeles ,USA,34.0536909,-118.242766,Romania,3,2,Argentina, ,90469.0,2,1,PAIRETTO Pierluigi (ITA),RAMICONE Domenico (ITA),MATTHYS Luc (BEL),338,3088,ROU,ARG,Romania,Home,Home,5,1
504,1994,04 Jul 1994 - 12:00,Round of 16,Citrus Bowl,Orlando ,USA,28.5421109,-81.3790304,Netherlands,2,0,Republic of Ireland, ,61355.0,2,0,MIKKELSEN Peter (DEN),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),338,3089,NED,IRL,Netherlands,Home,Home,2,2
505,1994,04 Jul 1994 - 12:30,Round of 16,Stanford Stadium,San Francisco ,USA,37.7790262,-122.4199061,Brazil,1,0,USA, ,84147.0,0,0,QUINIOU Joel (FRA),PARK Hae-Yong (KOR),EVERSTIG Mikael (SWE),338,3090,BRA,USA,Brazil,Home,Draw,1,1
506,1994,05 Jul 1994 - 13:00,Round of 16,Foxboro Stadium,Boston ,USA,42.3602534,-71.0582912,Nigeria,1,2,Italy,Italy win after extra time ,54367.0,0,0,BRIZIO CARTER Arturo (MEX),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),338,3091,NGA,ITA,Italy,Away,Draw,3,1
507,1994,05 Jul 1994 - 16:30,Round of 16,Giants Stadium,New York/New Jersey ,USA,40.8963634,-74.0659712,Mexico,1,1,Bulgaria,Bulgaria win on penalties (1 - 3),71030.0,0,0,AL SHARIF Jamal (SYR),FANAEI Mohammad (IRN),AL GHATTAN Yousif Abdulla (BAH),338,3092,MEX,BUL,Draw,Draw,Draw,2,0
508,1994,09 Jul 1994 - 12:00,Quarter-finals,Foxboro Stadium,Boston ,USA,42.3602534,-71.0582912,Italy,2,1,Spain, ,53400.0,1,0,PUHL Sandor (HUN),DUNSTER Gordon (AUS),MATTHYS Luc (BEL),796,3097,ITA,ESP,Italy,Home,Home,3,1
509,1994,09 Jul 1994 - 14:30,Quarter-finals,Cotton Bowl,Dallas ,USA,32.7762719,-96.7968559,Netherlands,2,3,Brazil, ,63500.0,0,0,BADILLA Rodrigo (CRC),AL GHATTAN Yousif Abdulla (BAH),FANAEI Mohammad (IRN),796,3098,NED,BRA,Brazil,Away,Draw,5,1
510,1994,10 Jul 1994 - 12:00,Quarter-finals,Giants Stadium,New York/New Jersey ,USA,40.8963634,-74.0659712,Bulgaria,2,1,Germany, ,72000.0,0,0,TORRES CADENA Jose Joaquin (COL),ZARATE Venancio (PAR),MARTON Sandor (HUN),796,3096,BUL,GER,Bulgaria,Home,Draw,3,1
511,1994,10 Jul 1994 - 12:30,Quarter-finals,Stanford Stadium,San Francisco ,USA,37.7790262,-122.4199061,Romania,2,2,Sweden,Sweden win on penalties (4 - 5),83500.0,0,0,DON Philip (ENG),PEARSON Roy (ENG),PARK Hae-Yong (KOR),796,3095,ROU,SWE,Draw,Draw,Draw,4,0
512,1994,13 Jul 1994 - 16:00,Semi-finals,Giants Stadium,New York/New Jersey ,USA,40.8963634,-74.0659712,Bulgaria,1,2,Italy, ,74110.0,1,2,QUINIOU Joel (FRA),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),3461,3100,BUL,ITA,Italy,Away,Away,3,1
513,1994,13 Jul 1994 - 16:30,Semi-finals,Rose Bowl,Los Angeles ,USA,34.0536909,-118.242766,Sweden,0,1,Brazil, ,91856.0,0,0,TORRES CADENA Jose Joaquin (COL),MARTON Sandor (HUN),MATTHYS Luc (BEL),3461,3099,SWE,BRA,Brazil,Away,Draw,1,1
514,1994,16 Jul 1994 - 12:30,Match for third place,Rose Bowl,Los Angeles ,USA,34.0536909,-118.242766,Sweden,4,0,Bulgaria, ,91500.0,4,0,BUJSAIM Ali (UAE),RHARIB El Jilali Mohamed (MAR),TAIBI Ernesto (ARG),3460,3103,SWE,BUL,Sweden,Home,Home,4,4
515,1994,17 Jul 1994 - 12:30,Final,Rose Bowl,Los Angeles ,USA,34.0536909,-118.242766,Brazil,0,0,Italy,Brazil win on penalties (3 - 2),94194.0,0,0,PUHL Sandor (HUN),ZARATE Venancio (PAR),FANAEI Mohammad (IRN),3459,3104,BRA,ITA,Draw,Draw,Draw,0,0
516,1998,10 Jun 1998 - 17:30,Group A,Stade de France,Saint-Denis ,France,48.935773,2.3580232000000000,Brazil,2,1,Scotland, ,80000.0,1,1,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),ARANGO Jorge Luis (COL),1014,4000,BRA,SCO,Brazil,Home,Draw,3,1
517,1998,10 Jun 1998 - 21:00,Group A,La Mosson,Montpellier ,France,43.6112422,3.8767337,Morocco,2,2,Norway, ,29800.0,1,1,ANPRASERT Pirom (THA),ABDUL HAMID Halim (MAS),WICKRAMATUNGA Nimal (SRI),1014,8725,MAR,NOR,Draw,Draw,Draw,4,0
518,1998,11 Jun 1998 - 17:30,Group B,Stade du Parc Lescure,Bordeaux ,France,44.841225,-0.5800364,Italy,2,2,Chile, ,31800.0,1,1,BOUCHARDEAU Lucien (NIG),DANTE Dramane (MLI),MANSRI Mohamed (TUN),1014,8726,ITA,CHI,Draw,Draw,Draw,4,0
519,1998,11 Jun 1998 - 21:00,Group B,Stade Municipal,Toulouse ,France,43.6044622,1.4442469,Cameroon,1,1,Austria, ,33500.0,0,0,GONZALEZ CHAVEZ Epifanio (PAR),GALVAN Celestino (PAR),SALINAS Reynaldo (HON),1014,8727,CMR,AUT,Draw,Draw,Draw,2,0
520,1998,12 Jun 1998 - 14:30,Group D,La Mosson,Montpellier ,France,43.6112422,3.8767337,Paraguay,0,0,Bulgaria, ,29800.0,0,0,ALZEID Abdulrahman (KSA),SALIE Achmat (RSA),GHADANFARI Hussain (KUW),1014,8728,PAR,BUL,Draw,Draw,Draw,0,0
521,1998,12 Jun 1998 - 17:30,Group C,Stade Felix Bollaert,Lens ,France,50.4291723,2.8319805,Saudi Arabia,0,1,Denmark, ,38100.0,0,0,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),DIAZ GALVEZ Jorge (CHI),1014,8729,KSA,DEN,Denmark,Away,Draw,1,1
522,1998,12 Jun 1998 - 21:00,Group C,Stade V�lodrome,Marseilles ,France,47.0706778,3.0029271,France,3,0,South Africa, ,55000.0,1,0,REZENDE Marcio (BRA),PINTO Arnaldo (BRA),GONZALES Merere (TRI),1014,8730,FRA,RSA,France,Home,Home,3,3
